,c,h,res_frac,t_10
11764,0.14649713983072857,1.9791668678535575e-06,1.0,0.1375
11765,0.14649713983072857,2.0729217795953723e-06,1.0,0.12916666666666665
11766,0.14649713983072857,2.1711179456945056e-06,1.0,0.125
11767,0.14649713983072857,2.273965752357928e-06,1.0,0.12083333333333333
11768,0.14649713983072857,2.3816855519761587e-06,1.0,0.11666666666666667
11769,0.14649713983072857,2.494508135230317e-06,1.0,0.1125
11770,0.14649713983072857,2.6126752255633296e-06,1.0,0.10833333333333334
11771,0.14649713983072857,2.7364399970746726e-06,1.0,0.10416666666666667
11772,0.14649713983072857,2.866067616948251e-06,1.0,0.1
11773,0.14649713983072857,3.0018358135755894e-06,1.0,0.09583333333333333
11774,0.14649713983072857,3.144035471591501e-06,1.0,0.09166666666666666
11775,0.14649713983072857,3.2929712550971522e-06,1.0,0.0875
11776,0.14649713983072857,3.44896226040576e-06,1.0,0.08333333333333333
11777,0.14649713983072857,3.6123426997094313e-06,1.0,0.07916666666666666
11778,0.14649713983072857,3.78346261713193e-06,1.0,0.07916666666666666
11779,0.14649713983072857,3.9626886387014795e-06,1.0,0.075
11780,0.14649713983072857,4.150404757850477e-06,1.0,0.07083333333333333
11781,0.14649713983072857,4.347013158125028e-06,1.0,0.06666666666666667
11782,0.14649713983072857,4.552935074866949e-06,1.0,0.06666666666666667
11783,0.14649713983072857,4.7686116977144705e-06,1.0,0.0625
11784,0.14649713983072857,4.994505115855141e-06,1.0,0.0625
11785,0.14649713983072857,5.231099308056264e-06,1.0,0.058333333333333334
11786,0.14649713983072857,5.478901179593947e-06,1.0,0.058333333333333334
11787,0.14649713983072857,5.738441648302394e-06,1.0,0.05416666666666667
11788,0.14649713983072857,6.010276782070383e-06,1.0,0.05416666666666667
11789,0.14649713983072857,6.2949889902218896e-06,1.0,0.05
11790,0.14649713983072857,6.59318827133355e-06,1.0,0.05
11791,0.14649713983072857,6.9055135201623314e-06,1.0,0.04583333333333333
11792,0.14649713983072857,7.232633896483535e-06,1.0,0.04583333333333333
11793,0.14649713983072857,7.575250258771914e-06,1.0,0.041666666666666664
11794,0.14649713983072857,7.934096665797493e-06,1.0,0.041666666666666664
11795,0.14649713983072857,8.309941949353398e-06,1.0,0.041666666666666664
11796,0.14649713983072857,8.703591361485167e-06,1.0,0.0375
11797,0.14649713983072857,9.115888299750829e-06,1.0,0.0375
11798,0.14649713983072857,9.547716114208058e-06,1.0,0.0375
11799,0.14649713983072857,1.0000000000000003e-05,1.0,0.03333333333333333
11800,0.15343684089300125,1.0000000000000003e-09,1.0,1.7
11801,0.15343684089300125,1.04737089795945e-09,1.0,1.7
11802,0.15343684089300125,1.0969857978923838e-09,1.0,1.7
11803,0.15343684089300125,1.1489510001873094e-09,1.0,1.7
11804,0.15343684089300125,1.2033778407775896e-09,1.0,1.7
11805,0.15343684089300125,1.2603829296797278e-09,1.0,1.7
11806,0.15343684089300125,1.3200884008314183e-09,1.0,1.7
11807,0.15343684089300125,1.382622173764656e-09,1.0,1.7
11808,0.15343684089300125,1.448118227674534e-09,1.0,1.7
11809,0.15343684089300125,1.5167168884709228e-09,1.0,1.7
11810,0.15343684089300125,1.588565129428053e-09,1.0,1.7
11811,0.15343684089300125,1.6638168860761293e-09,1.0,1.7
11812,0.15343684089300125,1.7426333860096503e-09,1.0,1.7
11813,0.15343684089300125,1.8251834943190437e-09,1.0,1.7
11814,0.15343684089300125,1.911644075385702e-09,1.0,1.7
11815,0.15343684089300125,2.0022003718155847e-09,1.0,1.7
11816,0.15343684089300125,2.0970464013232334e-09,1.0,1.7
11817,0.15343684089300125,2.1963853724165465e-09,1.0,1.7
11818,0.15343684089300125,2.300430119772919e-09,1.0,1.7
11819,0.15343684089300125,2.409403560239525e-09,1.0,1.7
11820,0.15343684089300125,2.5235391704347665e-09,1.0,1.7
11821,0.15343684089300125,2.6430814869741065e-09,1.0,1.7
11822,0.15343684089300125,2.7682866303920673e-09,1.0,1.7
11823,0.15343684089300125,2.899422853882877e-09,1.0,1.7
11824,0.15343684089300125,3.036771118035458e-09,1.0,1.7
11825,0.15343684089300125,3.18062569279412e-09,1.0,1.7
11826,0.15343684089300125,3.3312947879346744e-09,1.0,1.7
11827,0.15343684089300125,3.4891012134067745e-09,1.0,1.7
11828,0.15343684089300125,3.6543830709572574e-09,1.0,1.7
11829,0.15343684089300125,3.827494478516312e-09,1.0,1.7
11830,0.15343684089300125,4.0088063288984654e-09,1.0,1.7
11831,0.15343684089300125,4.198707084443911e-09,1.0,1.7
11832,0.15343684089300125,4.397603609302722e-09,1.0,1.7
11833,0.15343684089300125,4.605922041145107e-09,1.0,1.7
11834,0.15343684089300125,4.82410870416537e-09,1.0,1.7
11835,0.15343684089300125,5.052631065335681e-09,1.0,1.7
11836,0.15343684089300125,5.291978735958443e-09,1.0,1.7
11837,0.15343684089300125,5.542664520663108e-09,1.0,1.7
11838,0.15343684089300125,5.8052255160949e-09,1.0,1.7
11839,0.15343684089300125,6.080224261649425e-09,1.0,1.7
11840,0.15343684089300125,6.368249944718587e-09,1.0,1.7
11841,0.15343684089300125,6.669919663030123e-09,1.0,1.7
11842,0.15343684089300125,6.9858797467852504e-09,1.0,1.6958333333333333
11843,0.15343684089300125,7.316807143427197e-09,1.0,1.6958333333333333
11844,0.15343684089300125,7.66341086800746e-09,1.0,1.6958333333333333
11845,0.15343684089300125,8.026433522257176e-09,1.0,1.6958333333333333
11846,0.15343684089300125,8.406652885618327e-09,1.0,1.6958333333333333
11847,0.15343684089300125,8.804883581643467e-09,1.0,1.6958333333333333
11848,0.15343684089300125,9.22197882333433e-09,1.0,1.6958333333333333
11849,0.15343684089300125,9.658832241158706e-09,1.0,1.6958333333333333
11850,0.15343684089300125,1.0116379797662073e-08,1.0,1.6958333333333333
11851,0.15343684089300125,1.0595601792776162e-08,1.0,1.6958333333333333
11852,0.15343684089300125,1.1097524964120724e-08,1.0,1.6958333333333333
11853,0.15343684089300125,1.1623224686798526e-08,1.0,1.6958333333333333
11854,0.15343684089300125,1.2173827277396616e-08,1.0,1.6958333333333333
11855,0.15343684089300125,1.2750512407130138e-08,1.0,1.6958333333333333
11856,0.15343684089300125,1.3354515629298991e-08,1.0,1.6958333333333333
11857,0.15343684089300125,1.3987131026472389e-08,1.0,1.6958333333333333
11858,0.15343684089300125,1.464971398307286e-08,1.0,1.6958333333333333
11859,0.15343684089300125,1.534368408930013e-08,1.0,1.6958333333333333
11860,0.15343684089300125,1.6070528182616396e-08,1.0,1.6958333333333333
11861,0.15343684089300125,1.683180353330957e-08,1.0,1.6958333333333333
11862,0.15343684089300125,1.7629141180959484e-08,1.0,1.6958333333333333
11863,0.15343684089300125,1.846424942895544e-08,1.0,1.6916666666666667
11864,0.15343684089300125,1.9338917504552316e-08,1.0,1.6916666666666667
11865,0.15343684089300125,2.025501939230668e-08,1.0,1.6916666666666667
11866,0.15343684089300125,2.1214517849106302e-08,1.0,1.6916666666666667
11867,0.15343684089300125,2.2219468609395242e-08,1.0,1.6916666666666667
11868,0.15343684089300125,2.327202478960409e-08,1.0,1.6916666666666667
11869,0.15343684089300125,2.437444150122221e-08,1.0,1.6916666666666667
11870,0.15343684089300125,2.5529080682395182e-08,1.0,1.6916666666666667
11871,0.15343684089300125,2.673841615839947e-08,1.0,1.6916666666666667
11872,0.15343684089300125,2.8005038941836313e-08,1.0,1.6916666666666667
11873,0.15343684089300125,2.9331662783900444e-08,1.0,1.6875
11874,0.15343684089300125,3.072112998861758e-08,1.0,1.6875
11875,0.15343684089300125,3.217641750250738e-08,1.0,1.6875
11876,0.15343684089300125,3.3700643292719294e-08,1.0,1.6875
11877,0.15343684089300125,3.529707302730651e-08,1.0,1.6875
11878,0.15343684089300125,3.696912707195029e-08,1.0,1.6875
11879,0.15343684089300125,3.872038781812556e-08,1.0,1.6833333333333333
11880,0.15343684089300125,4.0554607358408305e-08,1.0,1.6833333333333333
11881,0.15343684089300125,4.2475715525369e-08,1.0,1.6833333333333333
11882,0.15343684089300125,4.448782831127586e-08,1.0,1.6833333333333333
11883,0.15343684089300125,4.659525668664683e-08,1.0,1.6791666666666667
11884,0.15343684089300125,4.880251583654432e-08,1.0,1.6791666666666667
11885,0.15343684089300125,5.1114334834401685e-08,1.0,1.6791666666666667
11886,0.15343684089300125,5.353566677410725e-08,1.0,1.6791666666666667
11887,0.15343684089300125,5.6071699382054595e-08,1.0,1.675
11888,0.15343684089300125,5.8727866131894834e-08,1.0,1.675
11889,0.15343684089300125,6.150985788580502e-08,1.0,1.6708333333333334
11890,0.15343684089300125,6.442363508721375e-08,1.0,1.6708333333333334
11891,0.15343684089300125,6.747544053110695e-08,1.0,1.6666666666666667
11892,0.15343684089300125,7.067181273927493e-08,1.0,1.6666666666666667
11893,0.15343684089300125,7.401959996915646e-08,1.0,1.6624999999999999
11894,0.15343684089300125,7.752597488629462e-08,1.0,1.6583333333333332
11895,0.15343684089300125,8.119844993184015e-08,1.0,1.6583333333333332
11896,0.15343684089300125,8.504489341802679e-08,1.0,1.6541666666666666
11897,0.15343684089300125,8.907354638610442e-08,1.0,1.65
11898,0.15343684089300125,9.329304026284688e-08,1.0,1.6458333333333333
11899,0.15343684089300125,9.771241535346499e-08,1.0,1.6375
11900,0.15343684089300125,1.0234114021054531e-07,1.0,1.6291666666666667
11901,0.15343684089300125,1.0718913192051278e-07,1.0,1.6208333333333333
11902,0.15343684089300125,1.1226677735108137e-07,1.0,1.6125
11903,0.15343684089300125,1.1758495540521572e-07,1.0,1.5958333333333332
11904,0.15343684089300125,1.2315506032928263e-07,1.0,1.5791666666666666
11905,0.15343684089300125,1.2898902612533084e-07,1.0,1.5583333333333333
11906,0.15343684089300125,1.3509935211980266e-07,1.0,1.5291666666666666
11907,0.15343684089300125,1.4149912974345763e-07,1.0,1.4916666666666667
11908,0.15343684089300125,1.4820207057988588e-07,1.0,1.45
11909,0.15343684089300125,1.5522253574270482e-07,1.0,1.4
11910,0.15343684089300125,1.6257556664437955e-07,1.0,1.3458333333333332
11911,0.15343684089300125,1.7027691722259e-07,1.0,1.2875
11912,0.15343684089300125,1.7834308769319098e-07,1.0,1.2291666666666667
11913,0.15343684089300125,1.867913599020783e-07,1.0,1.1708333333333334
11914,0.15343684089300125,1.9563983435170653e-07,1.0,1.1083333333333334
11915,0.15343684089300125,2.0490746898158485e-07,1.0,1.05
11916,0.15343684089300125,2.146141197858404e-07,1.0,0.9916666666666667
11917,0.15343684089300125,2.2478058335487258e-07,1.0,0.9541666666666666
11918,0.15343684089300125,2.3542864143224184e-07,1.0,0.9166666666666666
11919,0.15343684089300125,2.465811075822604e-07,1.0,0.8791666666666667
11920,0.15343684089300125,2.582618760682678e-07,1.0,0.8458333333333333
11921,0.15343684089300125,2.704959730463135e-07,1.0,0.8083333333333333
11922,0.15343684089300125,2.8330961018393244e-07,1.0,0.7791666666666667
11923,0.15343684089300125,2.96730240818887e-07,1.0,0.7458333333333333
11924,0.15343684089300125,3.1078661877820147e-07,1.0,0.7166666666666667
11925,0.15343684089300125,3.2550885998350605e-07,1.0,0.6875
11926,0.15343684089300125,3.409285069746812e-07,1.0,0.6583333333333333
11927,0.15343684089300125,3.570785964900463e-07,1.0,0.6333333333333333
11928,0.15343684089300125,3.7399373024787986e-07,1.0,0.6083333333333333
11929,0.15343684089300125,3.917101490809261e-07,1.0,0.5833333333333334
11930,0.15343684089300125,4.1026581058271957e-07,1.0,0.5583333333333333
11931,0.15343684089300125,4.29700470432084e-07,1.0,0.5333333333333333
11932,0.15343684089300125,4.500557675700499e-07,1.0,0.5125
11933,0.15343684089300125,4.7137531341167254e-07,1.0,0.49166666666666664
11934,0.15343684089300125,4.937047852839005e-07,1.0,0.4708333333333333
11935,0.15343684089300125,5.170920242896761e-07,1.0,0.45416666666666666
11936,0.15343684089300125,5.415871378079472e-07,1.0,0.43333333333333335
11937,0.15343684089300125,5.672426068491979e-07,1.0,0.4166666666666667
11938,0.15343684089300125,5.941133984965035e-07,1.0,0.4
11939,0.15343684089300125,6.222570836730233e-07,1.0,0.3833333333333333
11940,0.15343684089300125,6.517339604882428e-07,1.0,0.36666666666666664
11941,0.15343684089300125,6.826071834272388e-07,1.0,0.35
11942,0.15343684089300125,7.149428986597579e-07,1.0,0.3375
11943,0.15343684089300125,7.488103857590024e-07,1.0,0.325
11944,0.15343684089300125,7.842822061337683e-07,1.0,0.3125
11945,0.15343684089300125,8.214343584919432e-07,1.0,0.29583333333333334
11946,0.15343684089300125,8.603464416684503e-07,1.0,0.2875
11947,0.15343684089300125,9.011018251665021e-07,1.0,0.275
11948,0.15343684089300125,9.437878277775383e-07,1.0,0.2625
11949,0.15343684089300125,9.884959046625588e-07,1.0,0.25
11950,0.15343684089300125,1.035321843295663e-06,1.0,0.24166666666666667
11951,0.15343684089300125,1.0843659686896112e-06,1.0,0.23333333333333334
11952,0.15343684089300125,1.1357333583431054e-06,1.0,0.22083333333333333
11953,0.15343684089300125,1.1895340673703199e-06,1.0,0.2125
11954,0.15343684089300125,1.2458833642950085e-06,1.0,0.20416666666666666
11955,0.15343684089300125,1.3049019780144031e-06,1.0,0.19583333333333333
11956,0.15343684089300125,1.3667163564620076e-06,1.0,0.1875
11957,0.15343684089300125,1.4314589375234788e-06,1.0,0.17916666666666667
11958,0.15343684089300125,1.499268432786046e-06,1.0,0.175
11959,0.15343684089300125,1.570290124729378e-06,1.0,0.16666666666666666
11960,0.15343684089300125,1.6446761779946648e-06,1.0,0.15833333333333333
11961,0.15343684089300125,1.7225859653987878e-06,1.0,0.15416666666666667
11962,0.15343684089300125,1.8041864093920722e-06,1.0,0.14583333333333334
11963,0.15343684089300125,1.88965233969121e-06,1.0,0.14166666666666666
11964,0.15343684089300125,1.9791668678535575e-06,1.0,0.1375
11965,0.15343684089300125,2.0729217795953723e-06,1.0,0.12916666666666665
11966,0.15343684089300125,2.1711179456945056e-06,1.0,0.125
11967,0.15343684089300125,2.273965752357928e-06,1.0,0.12083333333333333
11968,0.15343684089300125,2.3816855519761587e-06,1.0,0.11666666666666667
11969,0.15343684089300125,2.494508135230317e-06,1.0,0.1125
11970,0.15343684089300125,2.6126752255633296e-06,1.0,0.10416666666666667
11971,0.15343684089300125,2.7364399970746726e-06,1.0,0.1
11972,0.15343684089300125,2.866067616948251e-06,1.0,0.1
11973,0.15343684089300125,3.0018358135755894e-06,1.0,0.09583333333333333
11974,0.15343684089300125,3.144035471591501e-06,1.0,0.09166666666666666
11975,0.15343684089300125,3.2929712550971522e-06,1.0,0.0875
11976,0.15343684089300125,3.44896226040576e-06,1.0,0.08333333333333333
11977,0.15343684089300125,3.6123426997094313e-06,1.0,0.07916666666666666
11978,0.15343684089300125,3.78346261713193e-06,1.0,0.075
11979,0.15343684089300125,3.9626886387014795e-06,1.0,0.075
11980,0.15343684089300125,4.150404757850477e-06,1.0,0.07083333333333333
11981,0.15343684089300125,4.347013158125028e-06,1.0,0.06666666666666667
11982,0.15343684089300125,4.552935074866949e-06,1.0,0.06666666666666667
11983,0.15343684089300125,4.7686116977144705e-06,1.0,0.0625
11984,0.15343684089300125,4.994505115855141e-06,1.0,0.0625
11985,0.15343684089300125,5.231099308056264e-06,1.0,0.058333333333333334
11986,0.15343684089300125,5.478901179593947e-06,1.0,0.058333333333333334
11987,0.15343684089300125,5.738441648302394e-06,1.0,0.05416666666666667
11988,0.15343684089300125,6.010276782070383e-06,1.0,0.05416666666666667
11989,0.15343684089300125,6.2949889902218896e-06,1.0,0.05
11990,0.15343684089300125,6.59318827133355e-06,1.0,0.05
11991,0.15343684089300125,6.9055135201623314e-06,1.0,0.04583333333333333
11992,0.15343684089300125,7.232633896483535e-06,1.0,0.04583333333333333
11993,0.15343684089300125,7.575250258771914e-06,1.0,0.041666666666666664
11994,0.15343684089300125,7.934096665797493e-06,1.0,0.041666666666666664
11995,0.15343684089300125,8.309941949353398e-06,1.0,0.041666666666666664
11996,0.15343684089300125,8.703591361485167e-06,1.0,0.0375
11997,0.15343684089300125,9.115888299750829e-06,1.0,0.0375
11998,0.15343684089300125,9.547716114208058e-06,1.0,0.0375
11999,0.15343684089300125,1.0000000000000003e-05,1.0,0.03333333333333333
12000,0.16070528182616392,1.0000000000000003e-09,1.0,1.6958333333333333
12001,0.16070528182616392,1.04737089795945e-09,1.0,1.6958333333333333
12002,0.16070528182616392,1.0969857978923838e-09,1.0,1.6958333333333333
12003,0.16070528182616392,1.1489510001873094e-09,1.0,1.6958333333333333
12004,0.16070528182616392,1.2033778407775896e-09,1.0,1.6958333333333333
12005,0.16070528182616392,1.2603829296797278e-09,1.0,1.6958333333333333
12006,0.16070528182616392,1.3200884008314183e-09,1.0,1.6958333333333333
12007,0.16070528182616392,1.382622173764656e-09,1.0,1.6958333333333333
12008,0.16070528182616392,1.448118227674534e-09,1.0,1.6958333333333333
12009,0.16070528182616392,1.5167168884709228e-09,1.0,1.6958333333333333
12010,0.16070528182616392,1.588565129428053e-09,1.0,1.6958333333333333
12011,0.16070528182616392,1.6638168860761293e-09,1.0,1.6958333333333333
12012,0.16070528182616392,1.7426333860096503e-09,1.0,1.6958333333333333
12013,0.16070528182616392,1.8251834943190437e-09,1.0,1.6958333333333333
12014,0.16070528182616392,1.911644075385702e-09,1.0,1.6958333333333333
12015,0.16070528182616392,2.0022003718155847e-09,1.0,1.6958333333333333
12016,0.16070528182616392,2.0970464013232334e-09,1.0,1.6958333333333333
12017,0.16070528182616392,2.1963853724165465e-09,1.0,1.6958333333333333
12018,0.16070528182616392,2.300430119772919e-09,1.0,1.6958333333333333
12019,0.16070528182616392,2.409403560239525e-09,1.0,1.6958333333333333
12020,0.16070528182616392,2.5235391704347665e-09,1.0,1.6958333333333333
12021,0.16070528182616392,2.6430814869741065e-09,1.0,1.6958333333333333
12022,0.16070528182616392,2.7682866303920673e-09,1.0,1.6958333333333333
12023,0.16070528182616392,2.899422853882877e-09,1.0,1.6958333333333333
12024,0.16070528182616392,3.036771118035458e-09,1.0,1.6958333333333333
12025,0.16070528182616392,3.18062569279412e-09,1.0,1.6958333333333333
12026,0.16070528182616392,3.3312947879346744e-09,1.0,1.6958333333333333
12027,0.16070528182616392,3.4891012134067745e-09,1.0,1.6958333333333333
12028,0.16070528182616392,3.6543830709572574e-09,1.0,1.6958333333333333
12029,0.16070528182616392,3.827494478516312e-09,1.0,1.6958333333333333
12030,0.16070528182616392,4.0088063288984654e-09,1.0,1.6958333333333333
12031,0.16070528182616392,4.198707084443911e-09,1.0,1.6958333333333333
12032,0.16070528182616392,4.397603609302722e-09,1.0,1.6958333333333333
12033,0.16070528182616392,4.605922041145107e-09,1.0,1.6958333333333333
12034,0.16070528182616392,4.82410870416537e-09,1.0,1.6958333333333333
12035,0.16070528182616392,5.052631065335681e-09,1.0,1.6958333333333333
12036,0.16070528182616392,5.291978735958443e-09,1.0,1.6958333333333333
12037,0.16070528182616392,5.542664520663108e-09,1.0,1.6958333333333333
12038,0.16070528182616392,5.8052255160949e-09,1.0,1.6958333333333333
12039,0.16070528182616392,6.080224261649425e-09,1.0,1.6958333333333333
12040,0.16070528182616392,6.368249944718587e-09,1.0,1.6958333333333333
12041,0.16070528182616392,6.669919663030123e-09,1.0,1.6958333333333333
12042,0.16070528182616392,6.9858797467852504e-09,1.0,1.6958333333333333
12043,0.16070528182616392,7.316807143427197e-09,1.0,1.6958333333333333
12044,0.16070528182616392,7.66341086800746e-09,1.0,1.6958333333333333
12045,0.16070528182616392,8.026433522257176e-09,1.0,1.6958333333333333
12046,0.16070528182616392,8.406652885618327e-09,1.0,1.6958333333333333
12047,0.16070528182616392,8.804883581643467e-09,1.0,1.6958333333333333
12048,0.16070528182616392,9.22197882333433e-09,1.0,1.6958333333333333
12049,0.16070528182616392,9.658832241158706e-09,1.0,1.6958333333333333
12050,0.16070528182616392,1.0116379797662073e-08,1.0,1.6958333333333333
12051,0.16070528182616392,1.0595601792776162e-08,1.0,1.6958333333333333
12052,0.16070528182616392,1.1097524964120724e-08,1.0,1.6958333333333333
12053,0.16070528182616392,1.1623224686798526e-08,1.0,1.6958333333333333
12054,0.16070528182616392,1.2173827277396616e-08,1.0,1.6916666666666667
12055,0.16070528182616392,1.2750512407130138e-08,1.0,1.6916666666666667
12056,0.16070528182616392,1.3354515629298991e-08,1.0,1.6916666666666667
12057,0.16070528182616392,1.3987131026472389e-08,1.0,1.6916666666666667
12058,0.16070528182616392,1.464971398307286e-08,1.0,1.6916666666666667
12059,0.16070528182616392,1.534368408930013e-08,1.0,1.6916666666666667
12060,0.16070528182616392,1.6070528182616396e-08,1.0,1.6916666666666667
12061,0.16070528182616392,1.683180353330957e-08,1.0,1.6916666666666667
12062,0.16070528182616392,1.7629141180959484e-08,1.0,1.6916666666666667
12063,0.16070528182616392,1.846424942895544e-08,1.0,1.6916666666666667
12064,0.16070528182616392,1.9338917504552316e-08,1.0,1.6916666666666667
12065,0.16070528182616392,2.025501939230668e-08,1.0,1.6916666666666667
12066,0.16070528182616392,2.1214517849106302e-08,1.0,1.6916666666666667
12067,0.16070528182616392,2.2219468609395242e-08,1.0,1.6916666666666667
12068,0.16070528182616392,2.327202478960409e-08,1.0,1.6875
12069,0.16070528182616392,2.437444150122221e-08,1.0,1.6875
12070,0.16070528182616392,2.5529080682395182e-08,1.0,1.6875
12071,0.16070528182616392,2.673841615839947e-08,1.0,1.6875
12072,0.16070528182616392,2.8005038941836313e-08,1.0,1.6875
12073,0.16070528182616392,2.9331662783900444e-08,1.0,1.6875
12074,0.16070528182616392,3.072112998861758e-08,1.0,1.6875
12075,0.16070528182616392,3.217641750250738e-08,1.0,1.6875
12076,0.16070528182616392,3.3700643292719294e-08,1.0,1.6833333333333333
12077,0.16070528182616392,3.529707302730651e-08,1.0,1.6833333333333333
12078,0.16070528182616392,3.696912707195029e-08,1.0,1.6833333333333333
12079,0.16070528182616392,3.872038781812556e-08,1.0,1.6833333333333333
12080,0.16070528182616392,4.0554607358408305e-08,1.0,1.6833333333333333
12081,0.16070528182616392,4.2475715525369e-08,1.0,1.6791666666666667
12082,0.16070528182616392,4.448782831127586e-08,1.0,1.6791666666666667
12083,0.16070528182616392,4.659525668664683e-08,1.0,1.6791666666666667
12084,0.16070528182616392,4.880251583654432e-08,1.0,1.6791666666666667
12085,0.16070528182616392,5.1114334834401685e-08,1.0,1.675
12086,0.16070528182616392,5.353566677410725e-08,1.0,1.675
12087,0.16070528182616392,5.6071699382054595e-08,1.0,1.675
12088,0.16070528182616392,5.8727866131894834e-08,1.0,1.6708333333333334
12089,0.16070528182616392,6.150985788580502e-08,1.0,1.6708333333333334
12090,0.16070528182616392,6.442363508721375e-08,1.0,1.6666666666666667
12091,0.16070528182616392,6.747544053110695e-08,1.0,1.6666666666666667
12092,0.16070528182616392,7.067181273927493e-08,1.0,1.6624999999999999
12093,0.16070528182616392,7.401959996915646e-08,1.0,1.6624999999999999
12094,0.16070528182616392,7.752597488629462e-08,1.0,1.6583333333333332
12095,0.16070528182616392,8.119844993184015e-08,1.0,1.6541666666666666
12096,0.16070528182616392,8.504489341802679e-08,1.0,1.65
12097,0.16070528182616392,8.907354638610442e-08,1.0,1.6458333333333333
12098,0.16070528182616392,9.329304026284688e-08,1.0,1.6416666666666666
12099,0.16070528182616392,9.771241535346499e-08,1.0,1.6333333333333333
12100,0.16070528182616392,1.0234114021054531e-07,1.0,1.6291666666666667
12101,0.16070528182616392,1.0718913192051278e-07,1.0,1.6208333333333333
12102,0.16070528182616392,1.1226677735108137e-07,1.0,1.6083333333333334
12103,0.16070528182616392,1.1758495540521572e-07,1.0,1.5958333333333332
12104,0.16070528182616392,1.2315506032928263e-07,1.0,1.5791666666666666
12105,0.16070528182616392,1.2898902612533084e-07,1.0,1.5541666666666667
12106,0.16070528182616392,1.3509935211980266e-07,1.0,1.525
12107,0.16070528182616392,1.4149912974345763e-07,1.0,1.4875
12108,0.16070528182616392,1.4820207057988588e-07,1.0,1.4458333333333333
12109,0.16070528182616392,1.5522253574270482e-07,1.0,1.3958333333333333
12110,0.16070528182616392,1.6257556664437955e-07,1.0,1.3416666666666666
12111,0.16070528182616392,1.7027691722259e-07,1.0,1.2833333333333332
12112,0.16070528182616392,1.7834308769319098e-07,1.0,1.225
12113,0.16070528182616392,1.867913599020783e-07,1.0,1.1666666666666667
12114,0.16070528182616392,1.9563983435170653e-07,1.0,1.1083333333333334
12115,0.16070528182616392,2.0490746898158485e-07,1.0,1.0458333333333334
12116,0.16070528182616392,2.146141197858404e-07,1.0,0.9916666666666667
12117,0.16070528182616392,2.2478058335487258e-07,1.0,0.95
12118,0.16070528182616392,2.3542864143224184e-07,1.0,0.9125
12119,0.16070528182616392,2.465811075822604e-07,1.0,0.8791666666666667
12120,0.16070528182616392,2.582618760682678e-07,1.0,0.8416666666666667
12121,0.16070528182616392,2.704959730463135e-07,1.0,0.8083333333333333
12122,0.16070528182616392,2.8330961018393244e-07,1.0,0.775
12123,0.16070528182616392,2.96730240818887e-07,1.0,0.7458333333333333
12124,0.16070528182616392,3.1078661877820147e-07,1.0,0.7166666666666667
12125,0.16070528182616392,3.2550885998350605e-07,1.0,0.6875
12126,0.16070528182616392,3.409285069746812e-07,1.0,0.6583333333333333
12127,0.16070528182616392,3.570785964900463e-07,1.0,0.6291666666666667
12128,0.16070528182616392,3.7399373024787986e-07,1.0,0.6041666666666666
12129,0.16070528182616392,3.917101490809261e-07,1.0,0.5791666666666666
12130,0.16070528182616392,4.1026581058271957e-07,1.0,0.5583333333333333
12131,0.16070528182616392,4.29700470432084e-07,1.0,0.5333333333333333
12132,0.16070528182616392,4.500557675700499e-07,1.0,0.5125
12133,0.16070528182616392,4.7137531341167254e-07,1.0,0.49166666666666664
12134,0.16070528182616392,4.937047852839005e-07,1.0,0.4708333333333333
12135,0.16070528182616392,5.170920242896761e-07,1.0,0.45
12136,0.16070528182616392,5.415871378079472e-07,1.0,0.43333333333333335
12137,0.16070528182616392,5.672426068491979e-07,1.0,0.4166666666666667
12138,0.16070528182616392,5.941133984965035e-07,1.0,0.4
12139,0.16070528182616392,6.222570836730233e-07,1.0,0.3833333333333333
12140,0.16070528182616392,6.517339604882428e-07,1.0,0.36666666666666664
12141,0.16070528182616392,6.826071834272388e-07,1.0,0.35
12142,0.16070528182616392,7.149428986597579e-07,1.0,0.3375
12143,0.16070528182616392,7.488103857590024e-07,1.0,0.325
12144,0.16070528182616392,7.842822061337683e-07,1.0,0.30833333333333335
12145,0.16070528182616392,8.214343584919432e-07,1.0,0.29583333333333334
12146,0.16070528182616392,8.603464416684503e-07,1.0,0.2833333333333333
12147,0.16070528182616392,9.011018251665021e-07,1.0,0.275
12148,0.16070528182616392,9.437878277775383e-07,1.0,0.2625
12149,0.16070528182616392,9.884959046625588e-07,1.0,0.25
12150,0.16070528182616392,1.035321843295663e-06,1.0,0.24166666666666667
12151,0.16070528182616392,1.0843659686896112e-06,1.0,0.23333333333333334
12152,0.16070528182616392,1.1357333583431054e-06,1.0,0.22083333333333333
12153,0.16070528182616392,1.1895340673703199e-06,1.0,0.2125
12154,0.16070528182616392,1.2458833642950085e-06,1.0,0.20416666666666666
12155,0.16070528182616392,1.3049019780144031e-06,1.0,0.19583333333333333
12156,0.16070528182616392,1.3667163564620076e-06,1.0,0.1875
12157,0.16070528182616392,1.4314589375234788e-06,1.0,0.17916666666666667
12158,0.16070528182616392,1.499268432786046e-06,1.0,0.175
12159,0.16070528182616392,1.570290124729378e-06,1.0,0.16666666666666666
12160,0.16070528182616392,1.6446761779946648e-06,1.0,0.15833333333333333
12161,0.16070528182616392,1.7225859653987878e-06,1.0,0.15416666666666667
12162,0.16070528182616392,1.8041864093920722e-06,1.0,0.14583333333333334
12163,0.16070528182616392,1.88965233969121e-06,1.0,0.14166666666666666
